Model_name	Symbol	Full Name	Short_description	sample_1	sample_2	value_1	value_2	log2(fold_change)	q_value
AT1G75460.1			ATP-dependent protease La (LON) domain protein	GFP-BRC1	brc1 k.o.	39.0937	53.7372	0.458985	0.00534253
AT1G12780.1	ATUGE1	A. THALIANA UDP-GLC 4-EPIMERASE 1	UDP-D-glucose/UDP-D-galactose 4-epimerase 1	GFP-BRC1	brc1 k.o.	30.5807	42.0297	0.458787	0.00507035
AT1G10900.1			Phosphatidylinositol-4-phosphate 5-kinase family protein	GFP-BRC1	brc1 k.o.	13.4228	18.4441	0.458473	0.00616256
AT1G60390.1	PG1	polygalacturonase 1	polygalacturonase 1	GFP-BRC1	brc1 k.o.	4.57129	6.28074	0.458333	0.0164326
AT3G06370.1			sodium hydrogen exchanger 4	GFP-BRC1	brc1 k.o.	2.76631	3.79973	0.457932	0.0344089
AT2G40420.1			Transmembrane amino acid transporter family protein	GFP-BRC1	brc1 k.o.	6.01254	8.2581	0.457835	0.014588
AT1G20380.1			Prolyl oligopeptidase family protein	GFP-BRC1	brc1 k.o.	5.18889	7.12564	0.457594	0.0119796
AT5G19740.1			Peptidase M28 family protein	GFP-BRC1	brc1 k.o.	4.30101	5.90631	0.457581	0.0189112
AT2G03420.1				GFP-BRC1	brc1 k.o.	71.7138	98.4735	0.457485	0.00560331
AT4G02920.1				GFP-BRC1	brc1 k.o.	33.4042	45.86475	0.457356268	0.00478953
AT1G68830.1	STN7	STT7 homolog STN7	STT7 homolog STN7	GFP-BRC1	brc1 k.o.	24.1069	33.0976	0.457283	0.00669303
AT1G53920.1	GLIP5	GDSL-motif lipase 5	GDSL-motif lipase 5	GFP-BRC1	brc1 k.o.	7.46591	10.2503	0.457278	0.0223489
AT5G65450.1	UBP17	ubiquitin-specific protease 17	ubiquitin-specific protease 17	GFP-BRC1	brc1 k.o.	4.55025	6.24646	0.457094	0.0138816
AT4G31910.1	BAT1	BR-related AcylTransferase1	HXXXD-type acyl-transferase family protein	GFP-BRC1	brc1 k.o.	18.8131	25.8234	0.45694	0.00588316
AT5G56850.1				GFP-BRC1	brc1 k.o.	4.54343	6.23636	0.45692236	0.0229803
AT2G17972.1				GFP-BRC1	brc1 k.o.	43.7354	60.0278	0.456828	0.00642754
AT4G36150.1			Disease resistance protein (TIR-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	1.25166	1.71791	0.45681	0.0475004
AT5G65830.1			receptor like protein 57	GFP-BRC1	brc1 k.o.	4.71774	6.47491	0.456767	0.0416578
AT1G34200.1			Glyceraldehyde-3-phosphate dehydrogenase-like family protein	GFP-BRC1	brc1 k.o.	8.05262	11.051	0.456647	0.0110461
AT1G73830.1	BEE3	BR enhanced expression 3	BR enhanced expression 3	GFP-BRC1	brc1 k.o.	11.5556	15.8552	0.456356	0.0187001
AT5G36930.1			Disease resistance protein (TIR-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	1.25024	1.71533	0.456284	0.0473199
AT2G21045.1			Rhodanese/Cell cycle control phosphatase superfamily protein	GFP-BRC1	brc1 k.o.	60.3258	82.7492	0.45597	0.00695673
AT4G37260.1	ATMYB73		myb domain protein 73	GFP-BRC1	brc1 k.o.	37.8492	51.9064	0.455648	0.00669303
AT3G26770.1			NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	5.30159	7.27055	0.455639	0.0471591
AT3G25560.2			NSP-interacting kinase 2	GFP-BRC1	brc1 k.o.	2.52446	3.46143	0.455397	0.0319003
AT3G49590.1	ATG13	autophagy-related 13	Autophagy-related protein 13	GFP-BRC1	brc1 k.o.	2.47165	3.38881	0.455303	0.0332491
AT5G48620.1			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	14.8012	20.2894	0.455017	0.00450729
AT2G41310.1	ARR8	RESPONSE REGULATOR 8	response regulator 3	GFP-BRC1	brc1 k.o.	11.6692	15.9954	0.454952	0.00642754
AT3G13080.4			multidrug resistance-associated protein 3	GFP-BRC1	brc1 k.o.	4.08427	5.597845	0.454793298	0.010281
AT5G46760.1	MYC3		Basic helix-loop-helix (bHLH) DNA-binding family protein	GFP-BRC1	brc1 k.o.	18.4342	25.2645	0.454725	0.00478953
AT1G12710.1	AtPP2-A12	phloem protein 2-A12	phloem protein 2-A12	GFP-BRC1	brc1 k.o.	10.0845	13.8203	0.454657	0.0132146
AT1G53380.3			Plant protein of unknown function (DUF641)	GFP-BRC1	brc1 k.o.	4.97072	6.808156667	0.453809397	0.0105447
AT3G57410.1	ATVLN3		villin 3	GFP-BRC1	brc1 k.o.	26.3259	36.0536	0.45366	0.00422758
AT5G47580.1	ASG7	ALTERED SEED GERMINATION 7		GFP-BRC1	brc1 k.o.	3.81572	5.2246	0.453364	0.0175794
AT2G06850.1	EXGT-A1	endoxyloglucan transferase A1	xyloglucan endotransglucosylase/hydrolase 4	GFP-BRC1	brc1 k.o.	271.489	371.711	0.453288	0.00827891
AT1G69910.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	5.01873	6.87119	0.453236	0.0157145
AT2G16365.3			F-box family protein	GFP-BRC1	brc1 k.o.	6.27116	8.58553	0.453174869	0.0204173
AT5G53880.1				GFP-BRC1	brc1 k.o.	95.0901	130.175	0.453082	0.00642754
AT4G03820.1			Protein of unknown function (DUF3537)	GFP-BRC1	brc1 k.o.	3.6298	4.96899	0.453062	0.0386544
AT1G64860.2	RPOD1		sigma factor A	GFP-BRC1	brc1 k.o.	5.695045	7.79459	0.452765897	0.00642754
AT1G47580.1	DYW1	DYW domain protein 1	Pentatricopeptide repeat (PPR) superfamily protein	GFP-BRC1	brc1 k.o.	13.9613	19.1028	0.452351	0.0180572
AT1G30410.1	ABCC12	ATP-binding cassette C12	multidrug resistance-associated protein 13	GFP-BRC1	brc1 k.o.	8.77564	12.0071	0.452312	0.00953393
AT4G15630.1			Uncharacterised protein family (UPF0497)	GFP-BRC1	brc1 k.o.	26.4537	36.1909	0.452158	0.007226
AT5G14060.1	CARAB-AK-LYS		Aspartate kinase family protein	GFP-BRC1	brc1 k.o.	19.2722	26.3652	0.45211367	0.00642754
AT2G41370.1	BOP2	BLADE ON PETIOLE2	Ankyrin repeat family protein / BTB/POZ domain-containing protein	GFP-BRC1	brc1 k.o.	4.95568	6.77951	0.452098	0.020179
AT1G47128.1	RD21	responsive to dehydration 21	Granulin repeat cysteine protease family protein	GFP-BRC1	brc1 k.o.	149.784	204.877	0.451876	0.00669303
AT5G20830.1	ASUS1		sucrose synthase 1	GFP-BRC1	brc1 k.o.	7.55168	10.328	0.451691368	0.00827891
AT1G02860.1			SPX (SYG1/Pho81/XPR1) domain-containing protein	GFP-BRC1	brc1 k.o.	5.71245	7.81231	0.451639	0.0231765
AT1G49820.1	ATMTK	S-methyl-5-thioribose kinase	S-methyl-5-thioribose kinase	GFP-BRC1	brc1 k.o.	32.1785	44.0057	0.451596	0.00695673
AT4G30530.1	GGP1	gamma-glutamyl peptidase 1	Class I glutamine amidotransferase-like superfamily protein	GFP-BRC1	brc1 k.o.	171.18	234.07	0.451426	0.0100409
AT3G25820.2	ATTPS-CIN	terpene synthase-like sequence-1,8-cineole	terpene synthase-like sequence-1,8-cineole	GFP-BRC1	brc1 k.o.	13.60355	18.5984	0.451195325	0.00306362
AT5G20050.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	23.1218	31.6009	0.450709	0.00777715
AT2G38380.1			Peroxidase superfamily protein	GFP-BRC1	brc1 k.o.	105.594	144.264	0.450187	0.0138816
AT1G56140.1			Leucine-rich repeat transmembrane protein kinase	GFP-BRC1	brc1 k.o.	14.0154	19.1476	0.450153	0.00876587
AT4G33625.1				GFP-BRC1	brc1 k.o.	37.84875	51.70785	0.450137665	0.00749876
AT2G41890.1			curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein	GFP-BRC1	brc1 k.o.	5.89761	8.05641	0.450006	0.010281
AT5G06750.1	APD8	Arabidopsis Pp2c clade D 8	Protein phosphatase 2C family protein	GFP-BRC1	brc1 k.o.	4.067785	5.55614	0.449839523	0.0225439
AT3G57520.1	AtSIP2	seed imbibition 2	seed imbibition 2	GFP-BRC1	brc1 k.o.	31.96393333	43.65356667	0.449654582	0.00507035
AT2G45720.1			ARM repeat superfamily protein	GFP-BRC1	brc1 k.o.	3.36326	4.59315	0.449627	0.0332491
AT1G71090.1			Auxin efflux carrier family protein	GFP-BRC1	brc1 k.o.	13.3892	18.2809	0.449268	0.00777715
AT1G67550.1	URE	urease	urease	GFP-BRC1	brc1 k.o.	5.9847	8.17109	0.449249	0.00902845
AT1G55000.3			peptidoglycan-binding LysM domain-containing protein	GFP-BRC1	brc1 k.o.	5.58791	7.62897	0.44918	0.0489769
AT2G31955.1	CNX2	cofactor of nitrate reductase and xanthine dehydrogenase 2	cofactor of nitrate reductase and xanthine dehydrogenase 2	GFP-BRC1	brc1 k.o.	6.24408	8.524213333	0.449077678	0.0171288
AT2G22190.1	TPPE	trehalose-6-phosphate phosphatase E	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	GFP-BRC1	brc1 k.o.	11.722	16.0005	0.44889	0.0124794
AT4G22190.1				GFP-BRC1	brc1 k.o.	14.4339	19.6996	0.448712	0.00978178
AT4G22770.1			AT hook motif DNA-binding family protein	GFP-BRC1	brc1 k.o.	4.17119	5.68965	0.447881	0.0279878
AT3G55560.1	AGF2	AT-hook protein of GA feedback 2	AT-hook protein of GA feedback 2	GFP-BRC1	brc1 k.o.	12.2501	16.7062	0.447587	0.00777715
AT3G03270.1			Adenine nucleotide alpha hydrolases-like superfamily protein	GFP-BRC1	brc1 k.o.	24.12905	32.90575	0.447568589	0.00275982
AT1G68530.2	CER6	ECERIFERUM 6	3-ketoacyl-CoA synthase 6	GFP-BRC1	brc1 k.o.	65.6631	89.54715	0.447564654	0.00927865
AT5G23020.1	IMS2	2-isopropylmalate synthase 2	2-isopropylmalate synthase 2	GFP-BRC1	brc1 k.o.	56.429	76.9421	0.447337	0.0112787
AT4G14270.2				GFP-BRC1	brc1 k.o.	46.8529	63.877	0.44715821	0.00245852
AT2G27060.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	6.20804	8.46083	0.446661	0.00876587
AT3G61680.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	2.0635	2.81203	0.446517	0.0498453
AT5G60700.1			glycosyltransferase family protein 2	GFP-BRC1	brc1 k.o.	8.15997	11.1169	0.446114	0.010281
AT4G00880.1			SAUR-like auxin-responsive protein family 	GFP-BRC1	brc1 k.o.	21.4281	29.1914	0.446039	0.0112787
AT2G16430.1	ATPAP10		purple acid phosphatase 10	GFP-BRC1	brc1 k.o.	18.37105	25.02325	0.445835092	0.00803027
AT5G27000.1	ATK4	kinesin 4	kinesin 4	GFP-BRC1	brc1 k.o.	2.42555	3.3035	0.445681	0.0231765
AT4G01330.2			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	6.99156	9.52184	0.445624	0.0134435
AT2G35840.3			Sucrose-6F-phosphate phosphohydrolase family protein	GFP-BRC1	brc1 k.o.	6.57945	8.96041	0.445597	0.0134435
AT1G70782.1	CPuORF28	conserved peptide upstream open reading frame 28	conserved peptide upstream open reading frame 28	GFP-BRC1	brc1 k.o.	84.7562	115.404	0.445306	0.00902845
AT5G38900.1			Thioredoxin superfamily protein	GFP-BRC1	brc1 k.o.	6.9158	9.41483	0.44504	0.0464068
AT1G16410.2	BUS1	BUSHY 1	cytochrome p450 79f1	GFP-BRC1	brc1 k.o.	25.05975	34.10605	0.444655656	0.00669303
AT1G72630.1	ELF4-L2	ELF4-like 2	ELF4-like 2	GFP-BRC1	brc1 k.o.	15.6893	21.3473	0.444277	0.0191277
AT1G75780.1	TUB1	tubulin beta-1 chain	tubulin beta-1 chain	GFP-BRC1	brc1 k.o.	23.6793	32.2176	0.444222	0.0100409
AT1G73170.2			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	7.79543	10.6031	0.443782	0.012229
AT5G03470.1	ATB' ALPHA		Protein phosphatase 2A regulatory B subunit family protein	GFP-BRC1	brc1 k.o.	13.0485	17.7464	0.443646	0.0148185
AT1G68890.1	PHYLLO	PHYLLO	magnesium ion binding;thiamin pyrophosphate binding;hydro-lyases;catalytics;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthases	GFP-BRC1	brc1 k.o.	9.76139	13.2721	0.443242	0.00695673
AT4G37432.1			other RNA	GFP-BRC1	brc1 k.o.	7.30222	9.92817	0.443193	0.0293654
AT3G53260.1	ATPAL2		phenylalanine ammonia-lyase 2	GFP-BRC1	brc1 k.o.	91.9099	124.949	0.44305	0.0115135
AT1G54030.1	ERMO3	ENDOPLASMIC RETICULUM MORPHOLOGY 3	GDSL-like Lipase/Acylhydrolase superfamily protein	GFP-BRC1	brc1 k.o.	45.3419	61.6239	0.442644	0.00852135
AT1G21060.1			Protein of unknown function, DUF547	GFP-BRC1	brc1 k.o.	3.64285	4.95017	0.442409	0.0491622
AT5G23530.1	AtCXE18	carboxyesterase 18	carboxyesterase 18	GFP-BRC1	brc1 k.o.	11.7017	15.9008	0.442377	0.00876587
AT3G49350.1			Ypt/Rab-GAP domain of gyp1p superfamily protein	GFP-BRC1	brc1 k.o.	7.62067	10.35	0.441641	0.0119796
AT3G30390.1			Transmembrane amino acid transporter family protein	GFP-BRC1	brc1 k.o.	38.12885	51.76845	0.441190104	0.00803027
AT3G17770.1			Dihydroxyacetone kinase	GFP-BRC1	brc1 k.o.	19.6403	26.6628	0.441007	0.0117399
AT5G12860.1	DiT1	dicarboxylate transporter 1	dicarboxylate transporter 1	GFP-BRC1	brc1 k.o.	129.725	176.0995	0.440934277	0.0112787
AT2G45430.1	AHL22	AT-hook motif nuclear-localized protein 22	AT-hook motif nuclear-localized protein 22	GFP-BRC1	brc1 k.o.	10.2006	13.8451	0.440723	0.0132146
AT3G25830.1	ATTPS-CIN	terpene synthase-like sequence-1,8-cineole	terpene synthase-like sequence-1,8-cineole	GFP-BRC1	brc1 k.o.	16.0224	21.7438	0.44051	0.0127311
AT1G71970.1				GFP-BRC1	brc1 k.o.	15.3122	20.7784	0.440406	0.0148185
AT5G15410.2	ATCNGC2	CYCLIC NUCLEOTIDE-GATED CHANNEL 2	Cyclic nucleotide-regulated ion channel family protein	GFP-BRC1	brc1 k.o.	9.60034	13.0274	0.440391775	0.0105447
AT1G18970.1	GLP4	germin-like protein 4	germin-like protein 4	GFP-BRC1	brc1 k.o.	15.7714	21.3965	0.440068	0.0191277
AT3G08030.1			Protein of unknown function, DUF642	GFP-BRC1	brc1 k.o.	34.6627	47.0232	0.439988	0.00852135
AT5G25220.1	KNAT3	KNOTTED1-like homeobox gene 3	KNOTTED1-like homeobox gene 3	GFP-BRC1	brc1 k.o.	8.01968	10.8783	0.439836541	0.00422758
AT2G04230.1			FBD, F-box and Leucine Rich Repeat domains containing protein	GFP-BRC1	brc1 k.o.	7.72492	10.478	0.439768	0.0132146
AT1G66880.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	6.20109	8.41047	0.439664	0.0129794
AT5G41990.1	ATWNK8		with no lysine (K) kinase 8	GFP-BRC1	brc1 k.o.	16.8379	22.8364	0.43962	0.00777715
AT1G17170.1	ATGSTU24	glutathione S-transferase TAU 24	glutathione S-transferase TAU 24	GFP-BRC1	brc1 k.o.	159.45	216.242	0.439541	0.0197615
AT4G37300.1	MEE59	maternal effect embryo arrest 59	maternal effect embryo arrest 59	GFP-BRC1	brc1 k.o.	124.61	168.989	0.439513	0.00852135
AT4G17840.1				GFP-BRC1	brc1 k.o.	13.9514	18.9106	0.438787	0.0134435
AT5G63470.2	NF-YC4	nuclear factor Y, subunit C4	nuclear factor Y, subunit C4	GFP-BRC1	brc1 k.o.	13.59505	18.4222	0.438363903	0.00306362
AT2G34170.2			Protein of unknown function (DUF688)	GFP-BRC1	brc1 k.o.	3.218195	4.359895	0.438041645	0.0412952
AT2G01760.1	ARR14	response regulator 14	response regulator 14	GFP-BRC1	brc1 k.o.	6.42038	8.69604	0.437699	0.0262032
AT3G26890.2				GFP-BRC1	brc1 k.o.	2.51531	3.40621	0.437432	0.0364737
AT1G20650.1	ASG5	ALTERED SEED GERMINATION 5	Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	9.10656	12.3317	0.437391	0.01595
AT5G64640.1			Plant invertase/pectin methylesterase inhibitor superfamily	GFP-BRC1	brc1 k.o.	4.43362	6.00119	0.436763	0.0256231
AT3G23340.1	ckl10	casein kinase I-like 10	casein kinase I-like 10	GFP-BRC1	brc1 k.o.	7.85432	10.63	0.436583	0.0154917
AT3G28040.1			Leucine-rich receptor-like protein kinase family protein	GFP-BRC1	brc1 k.o.	19.1765	25.9443	0.436077	0.00827891
AT2G25450.1			2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	GFP-BRC1	brc1 k.o.	210.725	285.071	0.435954	0.0124794
AT5G02480.1			HSP20-like chaperones superfamily protein	GFP-BRC1	brc1 k.o.	59.8302	80.9281	0.435768	0.00876587
AT4G25910.1	ATCNFU3		NFU domain protein 3	GFP-BRC1	brc1 k.o.	16.9047	22.8633	0.435613	0.0169035
AT2G20920.1			Protein of unknown function (DUF3353)	GFP-BRC1	brc1 k.o.	45.238	61.1638	0.435141	0.0136782
AT5G16980.2			Zinc-binding dehydrogenase family protein	GFP-BRC1	brc1 k.o.	15.3514	20.7547	0.435062	0.0164326
AT3G47730.1	ABCA2	ATP-binding cassette A2	ATP-binding cassette A2	GFP-BRC1	brc1 k.o.	21.2969	28.7891	0.434882	0.0124794
AT2G16280.1	KCS9	3-ketoacyl-CoA synthase 9	3-ketoacyl-CoA synthase 9	GFP-BRC1	brc1 k.o.	48.7032	65.8202	0.434513	0.0100409
AT5G03520.2	ATRAB-E1D	ARABIDOPSIS RAB HOMOLOG E1D	RAB GTPase homolog 8C	GFP-BRC1	brc1 k.o.	30.9248	41.78555	0.43423986	0.00149465
AT5G53830.1			VQ motif-containing protein	GFP-BRC1	brc1 k.o.	7.41795	10.0228	0.434193	0.0460686
AT1G70780.1				GFP-BRC1	brc1 k.o.	89.2651	120.542	0.433364	0.0127311
AT5G40470.1			RNI-like superfamily protein	GFP-BRC1	brc1 k.o.	5.01458	6.76984	0.432994	0.0254119
AT5G52780.1			Protein of unknown function (DUF3464)	GFP-BRC1	brc1 k.o.	37.1902	50.205	0.432907	0.01595
AT5G19530.2	ACL5	ACAULIS 5	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	GFP-BRC1	brc1 k.o.	12.7236	17.17515	0.432815776	0.00852135
AT4G31500.1	ATR4	ALTERED TRYPTOPHAN REGULATION 4	cytochrome P450, family 83, subfamily B, polypeptide 1	GFP-BRC1	brc1 k.o.	128.476	173.421	0.432774	0.0210375
AT5G59780.2	ATMYB59	MYB DOMAIN PROTEIN 59	myb domain protein 59	GFP-BRC1	brc1 k.o.	7.10008	9.582755	0.432605204	0.0325039
AT5G44130.1	FLA13	FASCICLIN-like arabinogalactan protein 13 precursor	FASCICLIN-like arabinogalactan protein 13 precursor	GFP-BRC1	brc1 k.o.	101.458	136.92	0.43244	0.00876587
AT2G21080.1				GFP-BRC1	brc1 k.o.	5.09293	6.86859	0.43152	0.0334392
AT4G30850.1	HHP2	heptahelical transmembrane  protein2	heptahelical transmembrane  protein2	GFP-BRC1	brc1 k.o.	7.33882	9.894975	0.43114795	0.014588
AT4G35270.1			Plant regulator RWP-RK family protein	GFP-BRC1	brc1 k.o.	2.81532	3.7954	0.430953	0.0305333
AT1G10020.1			Protein of unknown function (DUF1005)	GFP-BRC1	brc1 k.o.	10.8878	14.6766	0.430807	0.014588
AT5G24520.3	ATTTG1	TRANSPARENT TESTA GLABRA 1	Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	6.03831	8.1384	0.4306	0.0320986
AT5G62900.1				GFP-BRC1	brc1 k.o.	30.788	41.4841	0.430188	0.0152677
AT3G17470.1	ATCRSH		Ca2+-activated RelA/spot homolog	GFP-BRC1	brc1 k.o.	7.43337	10.0149	0.430064	0.0152677
AT5G04140.1	FD-GOGAT	FERREDOXIN-DEPENDENT GLUTAMATE SYNTHASE	glutamate synthase 1	GFP-BRC1	brc1 k.o.	39.16925	52.7714	0.430034754	0.0119796
AT4G38080.1			hydroxyproline-rich glycoprotein family protein	GFP-BRC1	brc1 k.o.	71.3341	96.0988	0.429927	0.0115135
AT5G60400.3				GFP-BRC1	brc1 k.o.	25.0797	33.7834	0.429794	0.0169035
AT3G61060.2	AtPP2-A13	phloem protein 2-A13	phloem protein 2-A13	GFP-BRC1	brc1 k.o.	6.60674	8.89724	0.429419	0.0273739
AT2G41705.1			camphor resistance CrcB family protein	GFP-BRC1	brc1 k.o.	6.56805	8.843355	0.429128695	0.00749876
AT3G26910.1			hydroxyproline-rich glycoprotein family protein	GFP-BRC1	brc1 k.o.	4.44226	5.98109	0.429115	0.0206238
AT3G43600.1	AAO2	aldehyde oxidase 2	aldehyde oxidase 2	GFP-BRC1	brc1 k.o.	14.0403	18.9028	0.429025	0.0134435
AT3G61150.1	HD-GL2-1	HOMEODOMAIN-GLABRA2 1	homeodomain GLABROUS 1	GFP-BRC1	brc1 k.o.	7.91659	10.658	0.428992	0.0150451
AT5G13740.1	ZIF1	zinc induced facilitator 1	zinc induced facilitator 1	GFP-BRC1	brc1 k.o.	50.7547	68.3282	0.42894	0.0154917
AT1G23310.2	AOAT1	ALANINE-2-OXOGLUTARATE AMINOTRANSFERASE 1	glutamate:glyoxylate aminotransferase	GFP-BRC1	brc1 k.o.	138.833	186.883	0.428784808	0.0132146
AT3G01490.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	14.3612	19.3314	0.428772	0.0152677
AT5G62560.1			RING/U-box superfamily protein with ARM repeat domain	GFP-BRC1	brc1 k.o.	9.70919	13.0687	0.428691	0.0112787
AT1G11350.1	CBRLK1	CALMODULIN-BINDING RECEPTOR-LIKE PROTEIN KINASE	S-domain-1 13	GFP-BRC1	brc1 k.o.	10.0367	13.5084	0.428573	0.0132146
AT1G52720.1				GFP-BRC1	brc1 k.o.	27.9882	37.6652	0.428411	0.0152677
AT2G15090.1	KCS8	3-ketoacyl-CoA synthase 8	3-ketoacyl-CoA synthase 8	GFP-BRC1	brc1 k.o.	73.9918	99.55	0.428055	0.0134435
AT5G65683.1	WAVH2	WAV3 homolog 2	Zinc finger (C3HC4-type RING finger) family protein	GFP-BRC1	brc1 k.o.	5.79167	7.79171	0.42796	0.0206238
AT3G10340.1	PAL4	phenylalanine ammonia-lyase 4	phenylalanine ammonia-lyase 4	GFP-BRC1	brc1 k.o.	5.91172	7.95275	0.427875	0.0141207
AT3G21510.1	AHP1	histidine-containing phosphotransmitter 1	histidine-containing phosphotransmitter 1	GFP-BRC1	brc1 k.o.	50.1935	67.5097	0.427596	0.0124794
AT4G01870.1			tolB protein-related	GFP-BRC1	brc1 k.o.	99.5241	133.845	0.42744	0.0322965
AT3G54890.4	LHCA1	photosystem I light harvesting complex gene 1	photosystem I light harvesting complex gene 1	GFP-BRC1	brc1 k.o.	443.42575	596.2895	0.427320382	0.0115135
AT3G59060.2	PIF5	PHYTOCHROME-INTERACTING FACTOR 5	phytochrome interacting factor 3-like 6	GFP-BRC1	brc1 k.o.	8.03465	10.8033	0.427164984	0.007226
AT5G28830.1			calcium-binding EF hand family protein	GFP-BRC1	brc1 k.o.	12.4964	16.7962	0.426627	0.0175794
AT4G04320.2			malonyl-CoA decarboxylase family protein	GFP-BRC1	brc1 k.o.	6.93222	9.31669	0.4265	0.0237911
AT5G45500.1			RNI-like superfamily protein	GFP-BRC1	brc1 k.o.	10.14515	13.63345	0.426360492	0.00507035
AT2G38110.1	ATGPAT6	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 6	glycerol-3-phosphate acyltransferase 6	GFP-BRC1	brc1 k.o.	6.16913	8.28951	0.42622	0.0210375
AT5G14090.1				GFP-BRC1	brc1 k.o.	6.78333	9.114	0.426091	0.0351402
AT1G59218.2			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	4.826355	6.484505	0.426062413	0.0107972
AT1G55350.5			calpain-type cysteine protease family	GFP-BRC1	brc1 k.o.	1.69458	2.27646	0.425871	0.0384821
AT4G04970.1	ATGSL01	GLUCAN SYNTHASE LIKE 1	glucan synthase-like 1	GFP-BRC1	brc1 k.o.	3.63885	4.8868	0.425408	0.0127311
AT4G21180.1	ATERDJ2B		DnaJ / Sec63 Brl domains-containing protein	GFP-BRC1	brc1 k.o.	17.172	23.0604	0.425357	0.00978178
AT2G02960.3			RING/FYVE/PHD zinc finger superfamily protein	GFP-BRC1	brc1 k.o.	4.81047	6.45979	0.425309	0.0425555
AT5G23280.1			TCP family transcription factor 	GFP-BRC1	brc1 k.o.	27.9551	37.5377	0.425229	0.0117399
AT4G39400.1	ATBRI1		Leucine-rich receptor-like protein kinase family protein	GFP-BRC1	brc1 k.o.	26.0649	34.9969	0.425119	0.0134435
AT2G23700.1			Protein of unknown function, DUF547	GFP-BRC1	brc1 k.o.	3.8062	5.10968	0.424883	0.024819
AT5G39210.1	CRR7	CHLORORESPIRATORY REDUCTION 7	chlororespiratory reduction 7	GFP-BRC1	brc1 k.o.	34.5498	46.3695	0.424499	0.0154917
AT5G52640.1	ATHS83		heat shock protein 90.1	GFP-BRC1	brc1 k.o.	29.229	39.2262	0.424417	0.0289688
AT1G19180.1	AtJAZ1		jasmonate-zim-domain protein 1	GFP-BRC1	brc1 k.o.	13.1321	17.623	0.424361897	0.0231765
AT2G40270.1			Protein kinase family protein	GFP-BRC1	brc1 k.o.	6.82334	9.15148	0.423526	0.0231765
AT2G35390.3			Phosphoribosyltransferase family protein	GFP-BRC1	brc1 k.o.	13.37583333	17.93423333	0.423087297	0.012229
AT1G68780.1			RNI-like superfamily protein	GFP-BRC1	brc1 k.o.	6.58122	8.82287	0.422892	0.0252164
AT4G15760.2	MO1	monooxygenase 1	monooxygenase 1	GFP-BRC1	brc1 k.o.	35.77145	47.95365	0.422832031	0.00749876
AT1G79430.2	APL	ALTERED PHLOEM DEVELOPMENT	Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	6.8398	9.16807	0.422665	0.0351402
AT1G12970.1	PIRL3	plant intracellular ras group-related LRR 3	plant intracellular ras group-related LRR 3	GFP-BRC1	brc1 k.o.	7.08347	9.49458	0.422648	0.0266202
AT3G12700.1	NANA	NANA	Eukaryotic aspartyl protease family protein	GFP-BRC1	brc1 k.o.	15.08995	20.2238	0.422466076	0.0107972
AT3G50900.1				GFP-BRC1	brc1 k.o.	30.8679	41.3642	0.422276	0.0223489
AT2G03410.1			Mo25 family protein	GFP-BRC1	brc1 k.o.	18.6036	24.9267	0.422114	0.0169035
AT2G03440.1	ATNRP1		nodulin-related protein 1	GFP-BRC1	brc1 k.o.	100.583	134.694	0.421296	0.0110461
AT2G46100.1			Nuclear transport factor 2 (NTF2) family protein	GFP-BRC1	brc1 k.o.	14.854	19.8879	0.421041	0.0252164
AT3G61220.1	SDR1	short-chain dehydrogenase/reductase 1	NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	10.100545	13.5217	0.420843405	0.0301336
AT3G04350.1			Plant protein of unknown function (DUF946)	GFP-BRC1	brc1 k.o.	8.52305	11.4094	0.420782	0.0199775
AT2G18162.1	CPuORF1	conserved peptide upstream open reading frame 1	conserved peptide upstream open reading frame 1	GFP-BRC1	brc1 k.o.	40.4478	54.1381	0.420583	0.0134435
